1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,6,6,6,6,1,1,6,1,1,1,6,1,1,6,6,6,6,1,1,1,6,6,6,6,6,1,1,6,6,6,6,1,1,1,1,1,1
1,1,6,1,1,1,1,1,1,6,1,1,1,6,1,1,6,1,1,1,6,1,1,6,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1
1,1,1,6,6,6,1,1,1,6,1,1,1,6,1,1,6,6,6,6,1,1,1,6,6,6,1,1,1,1,6,6,6,6,1,1,1,1,1,1
1,1,1,1,1,1,6,1,1,6,1,1,1,6,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1
1,1,6,6,6,6,1,1,1,1,6,6,6,1,1,1,6,1,1,1,1,1,1,6,6,6,6,6,1,1,6,1,1,1,6,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,6,6,6,6,1,1,1,6,6,6,6,6,1,1,1,6,6,6,1,1,1,6,1,1
1,1,6,6,1,6,6,1,1,1,6,1,6,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,1,1,6,1,1,6,1,1
1,1,1,1,6,1,6,1,1,6,1,1,1,6,1,1,6,6,6,6,1,1,1,1,1,6,1,1,1,1,6,1,1,1,6,1,1,6,1,1
1,1,6,1,1,1,6,1,1,6,6,6,6,6,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,1,1,6,1,1,1,1,1
1,1,6,1,1,1,6,1,1,6,1,1,1,6,1,1,6,1,1,1,6,1,1,6,6,6,6,6,1,1,1,6,6,6,1,1,1,6,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
